order_id,order_date,product_category,units_sold,unit_price,discount_pct,shipping_cost,return_flag,acquisition_channel,year,assumed_cogs_pct,gross_revenue,revenue,cogs,profit
105262,2025-04-02,Apparel,1,41.62,0.1077664175957169,9.93,0,Referral,2025,0.55,37.13476169966626,37.13476169966626,22.891000000000002,4.313761699666255
103354,2025-05-07,Home,2,79.92,0.0839082196749616,11.004999999999999,0,Organic,2025,0.65,146.42811016715413,146.42811016715413,103.896,31.52711016715413
8565,2024-10-15,Apparel,1,43.79,0.0596896504791024,4.33,0,Referral,2024,0.55,41.17619020552011,41.17619020552011,24.084500000000002,12.761690205520106
104444,2025-03-30,Beauty,1,32.65,0.114572566797984,10.57,0,Organic,2025,0.5,28.90920569404582,28.90920569404582,16.325,2.0142056940458204
104514,2025-03-17,Home,2,83.41,0.1313041794384552,9.42,0,Organic,2025,0.65,144.9158367860769,144.9158367860769,108.43299999999999,27.062836786076915
5113,2024-09-12,Home,4,72.68,0.1376438570796624,10.42,0,Email,2024,0.65,250.70417786980056,250.70417786980056,188.96800000000002,51.31617786980054
103741,2025-03-24,Electronics,1,207.58,0.1088029792211076,10.98,0,Organic,2025,0.8,184.9946775732825,184.9946775732825,166.06400000000002,7.95067757328248
101547,2025-05-05,Apparel,4,44.71,0.1483152016946851,8.43,0,Email,2025,0.55,152.31530932892252,152.31530932892252,98.36200000000001,45.523309328922515
5742,2024-04-05,Electronics,4,236.74,0.1020631524096907,8.04,0,Referral,2024,0.8,850.3102771941194,850.3102771941194,757.5680000000001,84.70227719411932
101127,2025-07-28,Home,1,76.1,0.129,9.94,1,Referral,2025,0.65,66.28309999999999,0.0,0.0,-9.94
3665,2024-07-23,Electronics,1,216.42,0.1426517934219563,3.55,1,Organic,2024,0.8,185.5472988676202,0.0,0.0,-3.55
104041,2025-03-02,Home,4,81.13,0.0453149504976881,10.53,0,Organic,2025,0.65,309.81439226449027,309.81439226449027,210.938,88.34639226449028
109075,2025-11-21,Electronics,2,228.45,0.26,11.3,0,Paid Ads,2025,0.8,338.106,338.106,365.52,-38.713999999999984
101840,2025-02-15,Apparel,2,42.56,0.2472789751694636,11.5,0,Paid Ads,2025,0.55,64.07161363357525,64.07161363357525,46.81600000000001,5.755613633575244
1127,2024-02-07,Electronics,4,215.07,0.0628561708331213,8.09,0,Referral,2024,0.8,806.2060933556824,806.2060933556824,688.224,109.8920933556823
4167,2024-01-09,Home,3,77.57,0.0481099163299762,7.76,0,Referral,2024,0.65,221.5143413708512,221.5143413708512,151.26149999999998,62.49284137085123
107075,2025-03-28,Electronics,4,220.48,0.1339475695929277,10.98,0,Organic,2025,0.8,763.7889594246051,763.7889594246051,705.5360000000001,47.27295942460502
5060,2024-11-28,Apparel,2,41.94,0.2444184955690732,11.31,0,Paid Ads,2024,0.55,63.37817659166614,63.37817659166614,46.134,5.934176591666139
626,2024-05-11,Electronics,2,208.85,0.0775445583582447,8.04,0,Referral,2024,0.8,385.3096379737612,385.3096379737612,334.16,43.109637973761174
103982,2025-11-26,Electronics,3,239.11,0.2659478133035774,11.02,0,Paid Ads,2025,0.8,526.5576550829448,526.5576550829448,573.864,-58.32634491705518
7396,2024-12-17,Electronics,2,238.37,0.0977958572344773,8.09,0,Referral,2024,0.8,430.1168030220353,430.1168030220353,381.39200000000005,40.63480302203524
108591,2025-08-06,Home,2,83.79,0.3264045321783355,11.004999999999999,1,Paid Ads,2025,0.65,112.88112849755454,0.0,0.0,-11.004999999999999
105601,2025-10-24,Electronics,2,224.93,0.226,10.77,0,Paid Ads,2025,0.8,348.19164,348.19164,359.88800000000003,-22.466360000000027
5452,2024-06-12,Home,3,74.97,0.17,8.39,0,Email,2024,0.65,186.6753,186.6753,146.1915,32.0938
4421,2024-11-09,Electronics,4,230.73,0.2693689320152813,7.91,0,Paid Ads,2024,0.8,674.3140252644566,674.3140252644566,738.336,-71.93197473554338
1555,2024-04-16,Apparel,4,45.69,0.1035468411583182,6.33,0,Organic,2024,0.55,163.83577930990575,163.83577930990575,100.518,56.98777930990575
4752,2024-07-22,Home,4,81.91,0.1470248540688942,3.99,0,Email,2024,0.65,279.4687768128675,279.4687768128675,212.966,62.512776812867465
8323,2024-01-22,Home,3,81.72,0.2279285338069844,7.99,0,Paid Ads,2024,0.65,189.2810406518797,189.2810406518797,159.354,21.937040651879677
104063,2025-03-13,Home,2,86.75,0.153,11.004999999999999,0,Email,2025,0.65,146.9545,146.9545,112.775,23.17449999999999
104358,2025-06-11,Electronics,2,204.01,0.063,10.57,0,Referral,2025,0.8,382.31474000000003,382.31474000000003,326.416,45.32874000000003
103681,2025-11-07,Beauty,1,35.78,0.2652334485531825,10.51,0,Paid Ads,2025,0.5,26.289947210767135,26.289947210767135,17.89,-2.1100527892328653
255,2024-05-30,Apparel,3,41.16,0.22399999999999998,9.49,0,Paid Ads,2024,0.55,95.82047999999999,95.82047999999999,67.914,18.416479999999986
5537,2024-07-20,Electronics,2,236.51,0.1174635450203143,10.15,0,Referral,2024,0.8,417.45739393449094,417.45739393449094,378.416,28.891393934490942
107674,2025-03-29,Electronics,2,219.57,0.2437215029760941,12.51,1,Paid Ads,2025,0.8,332.11213918307806,0.0,0.0,-12.51
108414,2025-01-04,Home,3,86.7,0.1164699122575609,11.004999999999999,0,Email,2025,0.65,229.80617582180844,229.80617582180844,169.06500000000003,49.736175821808416
106662,2025-04-24,Home,2,79.01,0.0462888067967071,11.73,0,Organic,2025,0.65,150.70544274998434,150.70544274998434,102.71300000000001,36.26244274998433
105382,2025-03-31,Electronics,3,221.42,0.0796724957357492,10.34,0,Organic,2025,0.8,611.3367479825712,611.3367479825712,531.408,69.58874798257116
4371,2024-10-27,Apparel,3,47.04,0.0236732911258913,2.0,0,Referral,2024,0.55,137.77922515631423,137.77922515631423,77.61600000000001,58.16322515631421
106688,2025-03-11,Apparel,1,47.83,0.039,13.98,0,Organic,2025,0.55,45.96463,45.96463,26.3065,5.6781299999999995
107139,2025-06-11,Electronics,2,235.63,0.2685904755598052,10.23,0,Paid Ads,2025,0.8,344.6840524876862,344.6840524876862,377.00800000000004,-42.553947512313854
2618,2024-02-01,Electronics,4,219.93,0.0904202752538678,8.13,0,Organic,2024,0.8,800.1754754536674,800.1754754536674,703.7760000000001,88.26947545366738
100342,2025-12-13,Beauty,1,36.99,0.2386807043808332,11.64,0,Paid Ads,2025,0.5,28.161200744952982,28.161200744952982,18.495,-1.9737992550470196
7156,2024-01-20,Apparel,4,44.6,0.065167069163845,8.12,0,Organic,2024,0.55,166.77419486117006,166.77419486117006,98.12,60.53419486117006
7647,2024-10-05,Electronics,4,206.46,0.09,8.04,0,Organic,2024,0.8,751.5144,751.5144,660.672,82.8024
101814,2025-03-24,Beauty,3,32.79,0.2540643477791153,10.97,0,Paid Ads,2025,0.5,73.37769010896842,73.37769010896842,49.185,13.22269010896842
7739,2024-09-05,Beauty,1,33.25,0.1122598677168083,6.65,0,Email,2024,0.5,29.517359398416126,29.517359398416126,16.625,6.242359398416125
7458,2024-01-19,Apparel,3,46.59,0.032,8.57,0,Organic,2024,0.55,135.29736,135.29736,76.8735,49.85385999999999
534,2024-11-09,Electronics,1,221.68,0.29,11.14,0,Paid Ads,2024,0.8,157.3928,157.3928,177.34400000000002,-31.09120000000003
7797,2024-03-10,Beauty,2,37.79,0.096,8.61,0,Organic,2024,0.5,68.32432,68.32432,37.79,21.92432
108616,2025-03-28,Apparel,3,45.82,0.141,7.57,0,Email,2025,0.55,118.07814,118.07814,75.60300000000001,34.905139999999996
101268,2025-01-29,Electronics,3,216.18,0.0719534320986315,14.8,0,Organic,2025,0.8,601.8753211467535,601.8753211467535,518.832,68.24332114675356
102154,2025-04-09,Electronics,2,238.96,0.262,10.15,0,Paid Ads,2025,0.8,352.70496,352.70496,382.336,-39.78103999999998
6218,2024-10-28,Electronics,4,219.36,0.1333975227511533,8.87,0,Referral,2024,0.8,760.3916776372281,760.3916776372281,701.9520000000001,49.56967763722799
102467,2025-05-02,Electronics,2,223.54,0.2430096300980118,10.98,0,Paid Ads,2025,0.8,338.43525457578085,338.43525457578085,357.664,-30.208745424219142
7598,2024-10-14,Beauty,3,32.07,0.233242747785235,8.6,0,Paid Ads,2024,0.5,73.76971523558255,73.76971523558255,48.105000000000004,17.064715235582547
109263,2025-04-06,Electronics,4,199.32,0.0512310271788082,10.84,0,Organic,2025,0.8,756.4345266508798,756.4345266508798,637.8240000000001,107.7705266508797
4664,2024-01-06,Apparel,1,42.5,0.261452834346176,4.25,0,Paid Ads,2024,0.55,31.388254540287523,31.388254540287523,23.375000000000004,3.7632545402875195
8554,2024-01-04,Electronics,2,213.21,0.2061745772548162,8.04,0,Paid Ads,2024,0.8,338.5030367670013,338.5030367670013,341.136,-10.672963232998747
108608,2025-08-04,Home,2,74.2,0.2384557011760447,10.22,0,Paid Ads,2025,0.65,113.01317394547497,113.01317394547497,96.46000000000001,6.333173945474966
107585,2025-03-18,Apparel,4,48.89,0.1178539632651682,9.16,0,Email,2025,0.55,172.51247894386373,172.51247894386373,107.558,55.79447894386372
104510,2025-03-13,Electronics,1,236.4,0.0716414919905756,9.82,0,Organic,2025,0.8,219.46395129342795,219.46395129342795,189.12,20.52395129342795
108372,2025-09-05,Apparel,4,43.81,0.2380594529633027,11.66,0,Paid Ads,2025,0.55,133.52246146271085,133.52246146271085,96.38200000000002,25.48046146271083
109250,2025-03-04,Apparel,4,43.32,0.2608753376258282,11.3,0,Paid Ads,2025,0.55,128.0755214961965,128.0755214961965,95.304,21.471521496196498
8625,2024-04-12,Home,2,81.84,0.147,5.07,0,Referral,2024,0.65,139.61904,139.61904,106.39200000000001,28.157040000000002
103339,2025-03-15,Home,2,85.28,0.20800000000000002,9.51,0,Paid Ads,2025,0.65,135.08352000000002,135.08352000000002,110.864,14.709520000000017
101317,2025-08-09,Home,2,86.5,0.3174448411850452,9.02,0,Paid Ads,2025,0.65,118.08204247498718,118.08204247498718,112.45,-3.387957525012826
4456,2024-12-06,Home,3,87.63,0.05,7.99,0,Organic,2024,0.65,249.74549999999996,249.74549999999996,170.8785,70.87699999999997
6047,2024-01-16,Apparel,2,46.53,0.0924664759998033,5.24,0,Referral,2024,0.55,84.45506974345831,84.45506974345831,51.18300000000001,28.0320697434583
106017,2025-10-01,Apparel,4,41.92,0.10400000000000001,10.92,0,Referral,2025,0.55,150.24128000000002,150.24128000000002,92.22400000000002,47.09728
101869,2025-02-16,Electronics,4,202.82,0.268848628851478,10.98,0,Paid Ads,2025,0.8,593.168484385373,593.168484385373,649.024,-66.83551561462706
1533,2024-03-01,Apparel,1,47.91,0.2462792030435405,6.99,0,Paid Ads,2024,0.55,36.11076338218397,36.11076338218397,26.3505,2.770263382183968
109364,2025-03-06,Beauty,3,34.93,0.2760680194485513,10.48,0,Paid Ads,2025,0.5,75.8608322419863,75.8608322419863,52.394999999999996,12.985832241986305
109022,2025-03-05,Electronics,3,220.78,0.1390235264589686,8.68,0,Organic,2025,0.8,570.2591574851668,570.2591574851668,529.8720000000001,31.707157485166768
3652,2024-01-10,Electronics,4,201.9,0.0881792353461571,8.04,0,Referral,2024,0.8,736.3864495344435,736.3864495344435,646.08,82.26644953444347
3704,2024-12-03,Apparel,1,41.37,0.0877390684512737,7.76,0,Organic,2024,0.55,37.740234738170805,37.740234738170805,22.7535,7.226734738170807
105182,2025-03-20,Beauty,3,35.57,0.253,12.53,0,Paid Ads,2025,0.5,79.71237,79.71237,53.355000000000004,13.827370000000004
107296,2025-07-27,Electronics,3,223.77,0.1804906029829082,6.81,1,Email,2025,0.8,550.1448533115439,0.0,0.0,-6.81
105255,2025-04-08,Electronics,2,202.03,0.31,8.36,0,Paid Ads,2025,0.8,278.8014,278.8014,323.24800000000005,-52.806600000000046
103839,2025-04-18,Apparel,1,49.1,0.22855668253124,10.92,0,Paid Ads,2025,0.55,37.87786688771612,37.87786688771612,27.005000000000003,-0.047133112283885836
101210,2025-07-28,Apparel,4,44.47,0.1356145889625838,10.92,0,Organic,2025,0.55,153.7568769153356,153.7568769153356,97.834,45.00287691533559
65,2024-02-23,Apparel,2,46.02,0.0597490073194764,11.05,0,Organic,2024,0.55,86.5407013663154,86.5407013663154,50.62200000000001,24.868701366315396
5135,2024-10-02,Apparel,1,47.69,0.124393458988592,6.83,1,Organic,2024,0.55,41.75767594083405,0.0,0.0,-6.83
2224,2024-07-20,Apparel,2,46.93,0.08199999999999999,5.7,0,Organic,2024,0.55,86.16348,86.16348,51.623000000000005,28.840480000000003
6691,2024-01-18,Home,3,78.48,0.0494754882539412,8.52,0,Organic,2024,0.65,223.79149104549208,223.79149104549208,153.036,62.23549104549208
105397,2025-02-18,Home,1,84.34,0.2674227210174685,11.004999999999999,0,Paid Ads,2025,0.65,61.78556770938671,61.78556770938671,54.821000000000005,-4.040432290613293
6136,2024-06-27,Home,1,75.13,0.1245434773025713,5.57,0,Referral,2024,0.65,65.77304855025781,65.77304855025781,48.8345,11.368548550257813
107006,2025-08-06,Home,3,72.89,0.2906347526464531,11.57,0,Paid Ads,2025,0.65,155.1168986388001,155.1168986388001,142.1355,1.411398638800101
108233,2025-12-17,Electronics,4,215.04,0.1271837103469724,11.66,0,Email,2025,0.8,750.7616597079482,750.7616597079482,688.128,50.973659707948144
2293,2024-09-15,Electronics,2,241.25,0.076,6.55,0,Referral,2024,0.8,445.83000000000004,445.83000000000004,386.0,53.280000000000044
103990,2025-03-28,Home,1,73.92,0.14400000000000002,12.6,0,Email,2025,0.65,63.27552,63.27552,48.048,2.6275199999999987
101231,2025-05-14,Apparel,1,41.78,0.231,9.88,0,Paid Ads,2025,0.55,32.128820000000005,32.128820000000005,22.979000000000003,-0.7301799999999989
106576,2025-03-21,Electronics,1,220.2,0.1684726660219539,9.99,0,Referral,2025,0.8,183.10231894196573,183.10231894196573,176.16,-3.0476810580342626
109333,2025-03-26,Home,4,74.61,0.0490364316240581,12.58,0,Referral,2025,0.65,283.8055673461161,283.8055673461161,193.98600000000002,77.23956734611609
8698,2024-02-19,Electronics,3,229.24,0.212,9.95,0,Paid Ads,2024,0.8,541.92336,541.92336,550.176,-18.20264000000004
102970,2025-03-06,Electronics,3,239.47,0.23600000000000002,7.52,0,Paid Ads,2025,0.8,548.86524,548.86524,574.728,-33.382759999999976
4023,2024-05-08,Apparel,3,41.76,0.2718434190506563,4.53,0,Paid Ads,2024,0.55,91.22345646133378,91.22345646133378,68.90400000000001,17.78945646133377
1042,2024-10-17,Electronics,3,208.69,0.21,5.84,0,Paid Ads,2024,0.8,494.59529999999995,494.59529999999995,500.856,-12.100700000000042
106487,2025-09-22,Beauty,4,34.73,0.2534096947750416,11.47,0,Paid Ads,2025,0.5,103.7163252018512,103.7163252018512,69.46,22.786325201851213
108878,2025-06-26,Home,4,77.94,0.1321442847546641,12.61,0,Organic,2025,0.65,270.5626977848859,270.5626977848859,202.644,55.30869778488592
7391,2024-03-09,Apparel,3,46.44,0.0567719914238484,7.3,0,Organic,2024,0.55,131.41052615482943,131.41052615482943,76.626,47.484526154829425
105035,2025-02-06,Electronics,4,238.55,0.2152065169584269,7.38,0,Paid Ads,2025,0.8,748.849941518269,748.849941518269,763.3600000000001,-21.890058481731106
108763,2025-04-23,Electronics,3,215.75,0.045422645617491,11.42,0,Organic,2025,0.8,617.850192624079,617.850192624079,517.8000000000001,88.63019262407893
100888,2025-07-01,Home,4,86.22,0.268,10.16,1,Paid Ads,2025,0.65,252.45216,0.0,0.0,-10.16
103984,2025-11-10,Electronics,3,218.29,0.106,10.98,0,Organic,2025,0.8,585.45378,585.45378,523.8960000000001,50.577779999999976
108697,2025-05-09,Electronics,1,233.46,0.28218000479527,10.98,0,Paid Ads,2025,0.8,167.58225608049625,167.58225608049625,186.76800000000003,-30.16574391950378
100220,2025-03-21,Electronics,3,198.2,0.26899999999999996,10.57,1,Paid Ads,2025,0.8,434.6526,0.0,0.0,-10.57
108800,2025-08-15,Electronics,3,232.7,0.0639304843657593,10.98,0,Organic,2025,0.8,653.4701288642633,653.4701288642633,558.4799999999999,84.0101288642634
4017,2024-08-15,Beauty,1,38.12,0.146829580295962,6.05,0,Referral,2024,0.5,32.52285639911793,32.52285639911793,19.06,7.412856399117929
102724,2025-03-09,Apparel,1,43.24,0.243290200899757,16.48,0,Paid Ads,2025,0.55,32.7201317130945,32.7201317130945,23.782000000000004,-7.541868286905501
102936,2025-03-02,Apparel,4,47.8,0.107,11.45,0,Referral,2025,0.55,170.7416,170.7416,105.16,54.131600000000006
102644,2025-09-09,Apparel,1,49.45,0.320541681334602,11.33,0,Paid Ads,2025,0.55,33.59921385800393,33.59921385800393,27.197500000000005,-4.928286141996077
7092,2024-11-23,Apparel,2,47.03,0.094,9.49,0,Organic,2024,0.55,85.21836,85.21836,51.733000000000004,23.995359999999998
100151,2025-11-21,Apparel,2,43.84,0.16399999999999998,11.5,0,Referral,2025,0.55,73.30048000000001,73.30048000000001,48.22400000000001,13.576479999999997
5785,2024-10-11,Beauty,1,36.45,0.0867648756099358,8.02,0,Organic,2024,0.5,33.28742028401784,33.28742028401784,18.225,7.04242028401784
100612,2025-04-16,Apparel,1,44.33,0.08186517428413,10.33,0,Referral,2025,0.55,40.700916823984514,40.700916823984514,24.381500000000003,5.989416823984511
3522,2024-03-22,Electronics,3,208.57,0.1235587573548526,7.57,0,Organic,2024,0.8,548.3980499354952,548.3980499354952,500.56800000000004,40.260049935495196
105402,2025-11-18,Electronics,2,223.24,0.248125752591442,10.98,0,Paid Ads,2025,0.8,335.69681398297297,335.69681398297297,357.184,-32.46718601702706
7563,2024-03-02,Home,1,86.61,0.1038123338496621,7.89,0,Email,2024,0.65,77.61881376528076,77.61881376528076,56.2965,13.43231376528076
8611,2024-01-21,Home,1,82.23,0.2962101948775822,7.73,0,Paid Ads,2024,0.65,57.87263567521642,57.87263567521642,53.44950000000001,-3.306864324783586
106824,2025-01-20,Apparel,2,44.53,0.1043454580400526,12.99,0,Organic,2025,0.55,79.76699350695291,79.76699350695291,48.983000000000004,17.79399350695291
107732,2025-01-06,Electronics,4,235.61,0.09300000000000001,7.72,0,Organic,2025,0.8,854.79308,854.79308,753.9520000000001,93.12107999999992
4255,2024-07-24,Beauty,2,37.84,0.2520795705955687,5.61,0,Paid Ads,2024,0.5,56.602618097327365,56.602618097327365,37.84,13.152618097327363
100178,2025-08-23,Apparel,4,49.5,0.10800000000000001,11.2,0,Referral,2025,0.55,176.616,176.616,108.9,56.516000000000005
105852,2025-06-16,Electronics,4,232.13,0.087,8.01,1,Referral,2025,0.8,847.7387600000001,0.0,0.0,-8.01
3425,2024-02-04,Home,2,77.83,0.094,7.99,0,Referral,2024,0.65,141.02796,141.02796,101.179,31.858960000000003
100705,2025-03-08,Home,3,81.51,0.10300000000000001,12.45,0,Referral,2025,0.65,219.34341000000003,219.34341000000003,158.94450000000003,47.94891
8051,2024-09-23,Electronics,4,226.04,0.063791461789499,8.83,0,Organic,2024,0.8,846.4823119084066,846.4823119084066,723.328,114.32431190840661
101090,2025-03-08,Electronics,1,225.2,0.051061631581265,10.47,0,Referral,2025,0.8,213.70092056789912,213.70092056789912,180.16,23.070920567899122
108415,2025-10-22,Apparel,4,47.0,0.074257501701331,11.52,0,Referral,2025,0.55,174.0395896801498,174.0395896801498,103.4,59.11958968014979
104927,2025-05-25,Beauty,1,34.7,0.284,10.86,0,Paid Ads,2025,0.5,24.845200000000002,24.845200000000002,17.35,-3.364799999999999
28,2024-08-23,Electronics,3,236.57,0.0584266569099027,7.26,0,Organic,2024,0.8,668.244017324473,668.244017324473,567.768,93.21601732447299
1902,2024-04-02,Electronics,3,231.82,0.1145246014225742,8.1,0,Organic,2024,0.8,615.8127206946565,615.8127206946565,556.368,51.34472069465644
102906,2025-02-12,Home,2,84.63,0.061,9.94,0,Organic,2025,0.65,158.93514,158.93514,110.01899999999999,38.97614
4803,2024-06-24,Electronics,3,227.14,0.215,8.66,0,Paid Ads,2024,0.8,534.9147,534.9147,545.136,-18.88129999999993
103218,2025-03-25,Apparel,1,47.33,0.0674762306673298,12.28,0,Referral,2025,0.55,44.13635000251528,44.13635000251528,26.0315,5.824850002515278
103903,2025-12-04,Electronics,3,208.36,0.132,11.52,0,Email,2025,0.8,542.56944,542.56944,500.0640000000001,30.985439999999908
100629,2025-03-01,Electronics,1,240.35,0.120024156455454,12.18,0,Organic,2025,0.8,211.5021939959316,211.5021939959316,192.28,7.042193995931605
108281,2025-07-25,Apparel,2,41.69,0.065,12.4,0,Organic,2025,0.55,77.9603,77.9603,45.859,19.701300000000003
1122,2024-05-27,Home,4,73.95,0.1000922187698684,3.72,1,Organic,2024,0.65,266.19272168787296,0.0,0.0,-3.72
107619,2025-11-30,Home,2,73.77,0.095,13.07,0,Referral,2025,0.65,133.5237,133.5237,95.901,24.552699999999994
4006,2024-11-17,Beauty,4,37.67,0.11900000000000001,7.42,0,Organic,2024,0.5,132.74908000000002,132.74908000000002,75.34,49.989080000000016
5666,2024-01-05,Apparel,3,41.66,0.12300000000000001,7.96,0,Organic,2024,0.55,109.60745999999999,109.60745999999999,68.739,32.908459999999984
7697,2024-05-24,Apparel,3,42.8,0.084,7.96,0,Organic,2024,0.55,117.61439999999999,117.61439999999999,70.61999999999999,39.0344
101551,2025-07-03,Apparel,4,45.66,0.1030064779188017,9.4,1,Organic,2025,0.55,163.82689687291005,0.0,0.0,-9.4
5629,2024-01-21,Electronics,2,227.67,0.13699999999999998,10.95,0,Referral,2024,0.8,392.95842,392.95842,364.272,17.73642
103738,2025-03-19,Beauty,3,36.43,0.1081552701725392,10.63,0,Referral,2025,0.5,97.46971052284319,97.46971052284319,54.644999999999996,32.19471052284319
7705,2024-01-17,Beauty,2,36.6,0.0969719909164001,10.38,0,Organic,2024,0.5,66.10165026491951,66.10165026491951,36.6,19.12165026491951
108447,2025-04-08,Apparel,2,48.05,0.0767337779501877,14.4,0,Organic,2025,0.55,88.72588393898697,88.72588393898697,52.855000000000004,21.470883938986965
109635,2025-06-08,Electronics,1,221.79,0.1573684670297717,9.95,0,Email,2025,0.8,186.88724769746693,186.88724769746693,177.43200000000002,-0.4947523025330831
108595,2025-10-02,Apparel,1,43.12,0.1001400546089852,12.04,0,Email,2025,0.55,38.80196084526055,38.80196084526055,23.716,3.045960845260552
105639,2025-11-07,Electronics,3,226.46,0.2934845634869163,13.43,0,Paid Ads,2025,0.8,479.9924572582588,479.9924572582588,543.504,-76.94154274174122
100773,2025-07-31,Electronics,1,236.8,0.0942582418075302,11.97,0,Organic,2025,0.8,214.47964833997688,214.47964833997688,189.44000000000003,13.06964833997685
107217,2025-01-05,Home,1,85.71,0.2559534936255208,11.004999999999999,0,Paid Ads,2025,0.65,63.77222606135661,63.77222606135661,55.7115,-2.944273938643388
105428,2025-12-14,Beauty,4,36.85,0.2350742967792072,10.11,0,Paid Ads,2025,0.5,112.75004865474486,112.75004865474486,73.7,28.940048654744857
2894,2024-05-31,Electronics,1,235.33,0.076055744691365,8.04,0,Organic,2024,0.8,217.43180160178107,217.43180160178107,188.264,21.127801601781066
100019,2025-03-20,Home,2,75.36,0.292,12.29,1,Paid Ads,2025,0.65,106.70975999999999,0.0,0.0,-12.29
107845,2025-03-27,Electronics,1,213.01,0.109771661665197,13.0,0,Email,2025,0.8,189.62753834869636,189.62753834869636,170.40800000000002,6.2195383486963465
109170,2025-05-20,Apparel,3,44.25,0.2122087977613097,11.7,0,Paid Ads,2025,0.55,104.57928209718615,104.57928209718615,73.0125,19.86678209718615
8297,2024-08-02,Apparel,4,43.88,0.1125771133525333,8.01,0,Organic,2024,0.55,155.76046506436336,155.76046506436336,96.53600000000002,51.214465064363345
3668,2024-01-12,Beauty,2,36.96,0.266072608555033,7.59,0,Paid Ads,2024,0.5,54.25191277561196,54.25191277561196,36.96,9.701912775611962
109067,2025-11-19,Beauty,2,34.17,0.2416195705744832,10.97,1,Paid Ads,2025,0.5,51.82771854693982,0.0,0.0,-10.97
103159,2025-06-15,Beauty,3,35.52,0.2652192020998069,12.54,0,Paid Ads,2025,0.5,78.29824182424457,78.29824182424457,53.28,12.47824182424457
2648,2024-10-09,Home,3,77.79,0.244,3.82,1,Paid Ads,2024,0.65,176.42772,0.0,0.0,-3.82
106075,2025-10-24,Electronics,3,208.02,0.096,9.38,0,Email,2025,0.8,564.15024,564.15024,499.24800000000005,55.522240000000004
102325,2025-03-17,Electronics,4,239.9,0.1056962874240299,7.9,0,Organic,2025,0.8,858.1738425879009,858.1738425879009,767.6800000000001,82.59384258790087
8819,2024-09-06,Apparel,4,45.46,0.3001130046260016,7.96,1,Paid Ads,2024,0.55,127.26745123880787,0.0,0.0,-7.96
100928,2025-06-12,Apparel,3,42.07,0.18600000000000003,12.43,0,Email,2025,0.55,102.73494,102.73494,69.41550000000001,20.889439999999986
100710,2025-03-16,Home,1,84.87,0.1252564339067453,11.88,1,Referral,2025,0.65,74.23948645433454,0.0,0.0,-11.88
103190,2025-03-07,Beauty,3,34.68,0.0699892964060375,10.97,0,Organic,2025,0.5,96.75831360191586,96.75831360191586,52.019999999999996,33.768313601915864
100408,2025-01-26,Electronics,1,211.6,0.0817318209172044,9.71,0,Organic,2025,0.8,194.30554669391952,194.30554669391952,169.28,15.315546693919522
102999,2025-03-05,Electronics,1,203.91,0.2546132778646695,10.94,0,Paid Ads,2025,0.8,151.99180651061525,151.99180651061525,163.12800000000001,-22.076193489384764
107986,2025-03-18,Electronics,1,198.97,0.0785876289052043,10.66,0,Referral,2025,0.8,183.3334194767315,183.3334194767315,159.17600000000002,13.49741947673149
108840,2025-07-11,Beauty,1,34.53,0.0587758341718623,8.98,0,Organic,2025,0.5,32.5004704460456,32.5004704460456,17.265,6.255470446045596
104703,2025-07-29,Electronics,1,199.1,0.2678194896181514,12.33,0,Paid Ads,2025,0.8,145.77713961702605,145.77713961702605,159.28,-25.832860382973948
103877,2025-05-04,Apparel,1,48.16,0.1117719550778062,10.92,0,Organic,2025,0.55,42.77706264345285,42.77706264345285,26.488,5.3690626434528514
105499,2025-03-17,Apparel,3,42.5,0.1339178368791719,11.4,0,Email,2025,0.55,110.42547579790558,110.42547579790558,70.125,28.900475797905578
100428,2025-03-10,Apparel,2,47.15,0.02,12.28,0,Organic,2025,0.55,92.414,92.414,51.865,28.269
8843,2024-11-30,Beauty,3,38.17,0.3,8.02,0,Paid Ads,2024,0.5,80.157,80.157,57.255,14.881999999999994
157,2024-03-26,Home,3,85.11,0.1029677900811171,10.46,0,Referral,2024,0.65,229.03923415858836,229.03923415858836,165.9645,52.61473415858837
5684,2024-06-11,Apparel,2,43.56,0.096,7.96,0,Referral,2024,0.55,78.75648000000001,78.75648000000001,47.916000000000004,22.880480000000006
101708,2025-06-21,Electronics,4,211.66,0.0697624976816498,9.66,0,Organic,2025,0.8,787.576278962808,787.576278962808,677.312,100.60427896280802
5245,2024-06-12,Home,1,78.24,0.166477910466691,7.32,0,Email,2024,0.65,65.2147682850861,65.2147682850861,50.856,7.038768285086093
4054,2024-12-08,Home,3,83.2,0.2883893243531271,7.92,0,Paid Ads,2024,0.65,177.6180246414595,177.6180246414595,162.24,7.45802464145949
4713,2024-07-19,Apparel,4,40.95,0.29,7.96,0,Paid Ads,2024,0.55,116.298,116.298,90.09000000000002,18.247999999999983
106280,2025-11-15,Electronics,3,200.79,0.076,10.13,0,Organic,2025,0.8,556.58988,556.58988,481.896,64.56387999999998
109185,2025-07-01,Apparel,4,47.37,0.0666522951046407,12.84,0,Organic,2025,0.55,176.8507231235727,176.8507231235727,104.214,59.79672312357269
6019,2024-05-17,Electronics,1,236.46,0.064,6.94,0,Organic,2024,0.8,221.32656,221.32656,189.168,25.218559999999993
